abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite,chebi_accession,SOURCE,name,definition,InChI
1447,whttdca,b,b,b,Omega Hydroxy Tetradecanoate (N-C14:0),b,b,b,b,b,b,whttdca,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,JOSXCARTDOQGLV-UHFFFAOYSA-M,"InChI=1S/C14H28O3/c15-13-11-9-7-5-3-1-2-4-6-8-10-12-14(16)17/h15H,1-13H2,(H,16,17)/p-1",CHEBI:77033,SUBMITTER,14-hydroxymyristate,"A omega-hydroxy-long-chain fatty acid anion that is the conjugate base of 14-hydroxymyristic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.","InChI=1S/C14H28O3/c15-13-11-9-7-5-3-1-2-4-6-8-10-12-14(16)17/h15H,1-13H2,(H,16,17)/p-1"
1448,xan,69-89-6,17712.0,"Human Metabolome Database (HMDB): Xanthine is a purine base found in most body tissues and fluids, certain plants, and some urinary calculi. It is an intermediate in the degradation of adenosine monophosphate to uric acid, being formed by oxidation of hypoxanthine. The methylated xanthine compounds caffeine, theobromine, and theophylline and their derivatives are used in medicine for their bronchodilator effects (Dorland, 28th ed.). Xanthine is found to be associated with Lesch-Nyhan syndrome and xanthinuria type I, which are inborn errors of metabolism.",Xanthine,HMDB0000292,b,b,C00385,XANTHINE,FDB001977,xan,[H]N1C([H])=NC2=C1N([H])C(=O)N([H])C2=O,LRFVTYWOQMYALW-UHFFFAOYSA-N,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",CHEBI:48517,ChEBI,7H-xanthine,An oxopurine in which the purine ring is substituted by oxo groups at positions 2 and 6 and N-7 is protonated.,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)"
1449,xan,69-89-6,17712.0,"Human Metabolome Database (HMDB): Xanthine is a purine base found in most body tissues and fluids, certain plants, and some urinary calculi. It is an intermediate in the degradation of adenosine monophosphate to uric acid, being formed by oxidation of hypoxanthine. The methylated xanthine compounds caffeine, theobromine, and theophylline and their derivatives are used in medicine for their bronchodilator effects (Dorland, 28th ed.). Xanthine is found to be associated with Lesch-Nyhan syndrome and xanthinuria type I, which are inborn errors of metabolism.",Xanthine,HMDB0000292,b,b,C00385,XANTHINE,FDB001977,xan,[H]N1C([H])=NC2=C1N([H])C(=O)N([H])C2=O,LRFVTYWOQMYALW-UHFFFAOYSA-N,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",CHEBI:17712,ChEBI,9H-xanthine,An oxopurine in which the purine ring is substituted by oxo groups at positions 2 and 6 and N-9 is protonated.,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)"
1450,xmp,523-98-8,15652.0,"Human Metabolome Database (HMDB): Xanthylic acid is an important metabolic intermediate in the Purine Metabolism, and is a product or substrate of the enzymes Inosine monophosphate dehydrogenase (EC 1.1.1.205), Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8), Xanthine phosphoribosyltransferase (EC 2.4.2.22), 5'-Ribonucleotide phosphohydrolase (EC 3.1.3.5), Ap4A hydrolase (EC 3.6.1.17), Nucleoside-triphosphate diphosphatase (EC 3.6.1.19), Phosphoribosylamine-glycine ligase (EC 6.3.4.1), and glutamine amidotransferase (EC 6.3.5.2). (KEGG) Xanthylic acid can also be used in quantitative measurements of the Inosine monophosphate dehydrogenase enzyme activities in purine metabolism. This measurement is important for optimal thiopurine therapy for children with acute lymphoblastic leukaemia (ALL). (PMID: 16725387).",Xanthylic acid,HMDB0001554,b,b,C00655,XANTHOSINE-5-PHOSPHATE,FDB022687,xmp,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N([H])C(=O)N([H])C2=O,DCTLYFZHFGENCW-UUOKFMHZSA-L,"InChI=1S/C10H13N4O9P/c15-5-3(1-22-24(19,20)21)23-9(6(5)16)14-2-11-4-7(14)12-10(18)13-8(4)17/h2-3,5-6,9,15-16H,1H2,(H2,19,20,21)(H2,12,13,17,18)/p-2/t3-,5-,6-,9-/m1/s1",CHEBI:57464,Rhea,5'-xanthylate(2-),A nucleoside 5'-monophosphate(2-) that results from the removal of two protons from the phosphate group of 5'-xanthylic acid; major species at pH 7.3.,"InChI=1S/C10H13N4O9P/c15-5-3(1-22-24(19,20)21)23-9(6(5)16)14-2-11-4-7(14)12-10(18)13-8(4)17/h2-3,5-6,9,15-16H,1H2,(H2,19,20,21)(H2,12,13,17,18)/p-2/t3-,5-,6-,9-/m1/s1"
1451,xol24oh,474-73-7,34310.0,"Human Metabolome Database (HMDB): 24-Hydroxycholesterol (24OHC) is almost exclusively formed in the brain. The enzymatic conversion of CNS cholesterol to 24OHC, which readily crosses the blood-brain barrier, is the major pathway for brain cholesterol elimination and brain cholesterol homeostasis maintenance. The enzyme mediating this conversion has been characterized at the molecular level as cholesterol 24-hydroxylase (EC 1.14.13.98, CYP46) and is mainly located in neurons. Like other oxysterols, 24OHC is efficiently converted into normal bile acids or excreted in bile in its sulfated and glucuronidated form. Levels of 24OHC in the circulation decrease with age in infants and children. In adults, however, the levels appear to be stable. There is accumulating evidence pointing toward a potentially important link between cholesterol, beta-amyloid, and Alzheimer's disease. Patients with active demyelinating diseases had increased levels of 24OHC in cerebrospinal fluid (CSF). Patients with Alzheimer's disease have slightly increased levels of 24OHC in CSF. Patients with multiple sclerosis have a tendency to have higher levels of 24OHC during active periods. (PMID: 15061359, 14574622). 24-Hydroxycholesterol has been found to accumulate in hereditary hypercholesterolemia, an inborn error of metabolism.",24-Hydroxycholesterol,HMDB0001419,b,b,C13550,CPD-7239,FDB022611,xol24oh,[H]O[C@@]([H])(C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])=C4C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],IOWMKBFJCNLRTC-XWXSNNQWSA-N,"InChI=1S/C27H46O2/c1-17(2)25(29)11-6-18(3)22-9-10-23-21-8-7-19-16-20(28)12-14-26(19,4)24(21)13-15-27(22,23)5/h7,17-18,20-25,28-29H,6,8-16H2,1-5H3/t18-,20+,21+,22-,23+,24+,25+,26+,27-/m1/s1",CHEBI:34310,KEGG COMPOUND,(24S)-24-hydroxycholesterol,A 24-hydroxycholesterol that has S configuration at position 24. It is the major metabolic breakdown product of cholesterol in the brain.,"InChI=1S/C27H46O2/c1-17(2)25(29)11-6-18(3)22-9-10-23-21-8-7-19-16-20(28)12-14-26(19,4)24(21)13-15-27(22,23)5/h7,17-18,20-25,28-29H,6,8-16H2,1-5H3/t18-,20+,21+,22-,23+,24+,25+,26+,27-/m1/s1"
1452,xol25oh,2140-46-7,b,b,25-Hydroxycholesterol,b,b,b,b,b,b,xol25oh,[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],INBGSXNNRGWLJU-ZHHJOTBYSA-N,"InChI=1S/C27H46O2/c1-18(7-6-14-25(2,3)29)22-10-11-23-21-9-8-19-17-20(28)12-15-26(19,4)24(21)13-16-27(22,23)5/h8,18,20-24,28-29H,6-7,9-17H2,1-5H3/t18-,20+,21+,22-,23+,24+,26+,27-/m1/s1",CHEBI:42977,ChEBI,25-hydroxycholesterol,y,"InChI=1S/C27H46O2/c1-18(7-6-14-25(2,3)29)22-10-11-23-21-9-8-19-17-20(28)12-15-26(19,4)24(21)13-16-27(22,23)5/h8,18,20-24,28-29H,6-7,9-17H2,1-5H3/t18-,20+,21+,22-,23+,24+,26+,27-/m1/s1"
1453,xol27oh,20380-11-4,387060.0,"Human Metabolome Database (HMDB): 27-hydroxycholesterol is an oxygenated derivative of cholesterol and a major oxysterol in circulation. 27-hydroxycholesterol is the product of the enzyme sterol 27-hydroxylase. The enzyme is critical for degradation of the steroid side-chain and a genetic deficiency of the enzyme leads to reduced formation of bile acids in humans. There is a correlation between 27-hydroxycholesterol and cholesterol in the circulation, and females have lower levels of 27-hydroxycholesterol than males. A strong correlation is observed between circulating levels of 27-hydroxycholesterol and cholesterol, in both healthy subjects and subjects with hypercholesterolemia and documented atherosclerosis. 27-hydroxycholesterol is metabolized by an oxysterol 7a-hydroxylase in the liver, and changes in the activity of this enzyme may lead to accumulation of 27-hydroxycholesterol in the circulation. It has been reported that patients with a genetic deficiency of oxysterol 7a-hydroxylase in the liver had markedly increased levels of 27-hydroxycholesterol in the circulation. Under normal conditions, however, and in the absence of liver or kidney disease, changes in the levels of 27-hydroxycholesterol in the circulation are likely to be caused by changes in the rate of synthesis of these steroids rather than by the rate of metabolism. Three possible explanations for the high concentrations of 27-hydroxycholesterol found in the circulation of the three subjects with atherosclerosis could be: 1) Increased expression of sterol 27-hydroxylase owing to a genetic factor or some other factor completely unrelated to atherosclerosis. 2) The extrahepatic sterol 27-hydroxylase may be up-regulated by circulating factors (e.g. cytokines) that are directly or indirectly related to the development of atherosclerosis. 3) The high amounts of cholesterol accumulating in macrophages in some patients with atherosclerosis may result in increased flux of 27-hydroxycholesterol from the macrophages to the circulation. Since there is a close relation between levels of cholesterol and 27-hydroxycholesterol in the circulation, the possibility must be considered that the flux of 27-hydroxycholesterol into the brain may be part of the yet unexplained link between hypercholesterolemia and Alzheimer's disease. 27-hydroxysterol is the most dominant oxysterol in human ateromas where it may reflect a mechanism for eliminating excessive cholesterol and thus have a protective role. Hypercholesterolemia and chronic low-grade immunological activation are pivotal in the development of atherosclerosis. However, the interconnections between these two factors are not well known. The CD40 system, as measured by the plasma level of soluble CD40 (sCD40), is associated with cholesterol metabolism in hypercholesterolemic patients. When combined, a decreased cholesterol synthesis rate and increased levels of 27-hydroxycholesterol may be a consequence of high levels of cellular cholesterol and, therefore, be related to sCD40. However, sCD40 had no significant correlation with total plasma cholesterol. This suggests that the cellular cholesterol synthesis rate and 27-hydroxycholesterol production are more importantly linked with the plasma levels of sCD40 than total cholesterol. (PMID: 16081359, 17012138, 11504730, 9144161).",27-Hydroxycholesterol,HMDB0002103,b,b,C06340,27-HYDROXYCHOLESTEROL,FDB022846,xol27oh,[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])=C4C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],FYHRJWMENCALJY-CCDZVGGQSA-N,"InChI=1S/C27H46O2/c1-18(17-28)6-5-7-19(2)23-10-11-24-22-9-8-20-16-21(29)12-14-26(20,3)25(22)13-15-27(23,24)4/h8,18-19,21-25,28-29H,5-7,9-17H2,1-4H3/t18?,19-,21+,22+,23-,24+,25+,26+,27-/m1/s1",CHEBI:17703,ChEBI,26-hydroxycholesterol,An oxysterol that is cholesterol substituted at position 26 by a hydroxy group.,"InChI=1S/C27H46O2/c1-18(17-28)6-5-7-19(2)23-10-11-24-22-9-8-20-16-21(29)12-14-26(20,3)25(22)13-15-27(23,24)4/h8,18-19,21-25,28-29H,5-7,9-17H2,1-4H3/t18?,19-,21+,22+,23-,24+,25+,26+,27-/m1/s1"
1454,xol7ah,b,2290.0,"Human Metabolome Database (HMDB): 7alpha-Hydroxy-5beta-cholestan-3-one is an intermediate in bile acid synthesis. Bile acids are steroid acids found predominantly in bile of mammals. The distinction between different bile acids is minute, depends only on presence or absence of hydroxyl groups on positions 3, 7, and 12. Bile acids are physiological detergents that facilitate excretion, absorption, and transport of fats and sterols in the intestine and liver. Bile acids are also steroidal amphipathic molecules derived from the catabolism of cholesterol. They modulate bile flow and lipid secretion, are essential for the absorption of dietary fats and vitamins, and have been implicated in the regulation of all the key enzymes involved in cholesterol homeostasis. Bile acids recirculate through the liver, bile ducts, small intestine and portal vein to form an enterohepatic circuit. They exist as anions at physiological pH and, consequently, require a carrier for transport across the membranes of the enterohepatic tissues. The unique detergent properties of bile acids are essential for the digestion and intestinal absorption of hydrophobic nutrients. Bile acids have potent toxic properties (e.g., membrane disruption) and there are a plethora of mechanisms to limit their accumulation in blood and tissues. (PMID: 11316487, 16037564, 12576301, 11907135).",7a-Hydroxy-5b-cholestan-3-one,HMDB0006892,b,b,C05451,b,FDB024139,xol7ah,[H]O[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]3([H])[C@]12[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],HWOOALPDOJHOPO-YREUSXKVSA-N,"InChI=1S/C27H46O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h17-19,21-25,29H,6-16H2,1-5H3/t18-,19+,21-,22+,23+,24-,25+,26+,27-/m1/s1",CHEBI:2290,KEGG COMPOUND,7alpha-hydroxy-5beta-cholestan-3-one,A 3-oxo-5beta-steroid that is 5beta-cholestan-3-one bearing an additional hydroxy substituent at position 7alpha .,"InChI=1S/C27H46O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h17-19,21-25,29H,6-16H2,1-5H3/t18-,19+,21-,22+,23+,24-,25+,26+,27-/m1/s1"
1455,xol7aone,3862-25-7,17899.0,"Human Metabolome Database (HMDB): 7a-Hydroxy-cholestene-3-one is a metabolite in bile acid synthesis. It is derived from 7a-hydroxy-cholesterol and can be further metabolized to 7a,12a,-dihydroxy-cholest-4-en-3-one. Analysis of 7a-Hydroxycholestene-3-one (HCO) in serum may serve as a novel, simple, and sensitive method for the detection of bile acid malabsorption in patients with chronic diarrhea of unknown origin (PMID 9952217).",7a-Hydroxy-cholestene-3-one,HMDB0001993,b,b,C05455,b,FDB022786,xol7aone,[H]O[C@]1([H])C([H])([H])C2=C([H])C(=O)C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]3([H])[C@]12[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],IOIZWEJGGCZDOL-RQDYSCIWSA-N,"InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h15,17-18,21-25,29H,6-14,16H2,1-5H3/t18-,21-,22+,23+,24-,25+,26+,27-/m1/s1",CHEBI:17899,ChEBI,7alpha-hydroxycholest-4-en-3-one,"A cholestanoid consisting of a cholesterol core having an oxo group at the 3-position, a C=C bond at the 4,5-position and an alpha-hydroxy group at the 7-position.","InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h15,17-18,21-25,29H,6-14,16H2,1-5H3/t18-,21-,22+,23+,24-,25+,26+,27-/m1/s1"
1456,xoldiolone,b,28477.0,"Human Metabolome Database (HMDB): 7a,12a-Dihydroxy-cholestene-3-one is an intermediate in bile acid synthesis; is considerably higher in patients with cerebrotendinous xanthomatosis (CTX) than in the normal liver. (PMID 7017048).","7a,12a-Dihydroxy-cholestene-3-one",HMDB0002197,b,b,C05457,b,FDB022899,xoldiolone,[H]O[C@]1([H])C([H])([H])C2=C([H])C(=O)C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]([H])(O[H])[C@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]3([H])[C@]12[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],UQPYXHJTHPHOMM-NIBOIBLTSA-N,"InChI=1S/C27H44O3/c1-16(2)7-6-8-17(3)20-9-10-21-25-22(15-24(30)27(20,21)5)26(4)12-11-19(28)13-18(26)14-23(25)29/h13,16-17,20-25,29-30H,6-12,14-15H2,1-5H3/t17-,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1",CHEBI:28477,ChEBI,"7alpha,12alpha-dihydroxycholest-4-en-3-one",y,"InChI=1S/C27H44O3/c1-16(2)7-6-8-17(3)20-9-10-21-25-22(15-24(30)27(20,21)5)26(4)12-11-19(28)13-18(26)14-23(25)29/h13,16-17,20-25,29-30H,6-12,14-15H2,1-5H3/t17-,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1"
1457,xoldioloneh,b,2288.0,"Human Metabolome Database (HMDB): 7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one is an intermediate in bile acid biosynthesis. Bile acids are steroid acids found predominantly in bile of mammals. The distinction between different bile acids is minute, depends only on presence or absence of hydroxyl groups on positions 3, 7, and 12. Bile acids are physiological detergents that facilitate excretion, absorption, and transport of fats and sterols in the intestine and liver. Bile acids are also steroidal amphipathic molecules derived from the catabolism of cholesterol. They modulate bile flow and lipid secretion, are essential for the absorption of dietary fats and vitamins, and have been implicated in the regulation of all the key enzymes involved in cholesterol homeostasis. Bile acids recirculate through the liver, bile ducts, small intestine and portal vein to form an enterohepatic circuit. They exist as anions at physiological pH and, consequently, require a carrier for transport across the membranes of the enterohepatic tissues. The unique detergent properties of bile acids are essential for the digestion and intestinal absorption of hydrophobic nutrients. Bile acids have potent toxic properties (e.g., membrane disruption) and there are a plethora of mechanisms to limit their accumulation in blood and tissues. (PMID: 11316487, 16037564, 12576301, 11907135).","7a,12a-Dihydroxy-5b-cholestan-3-one",HMDB0006887,b,b,C05453,b,FDB024134,xoldioloneh,[H]O[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]([H])(O[H])[C@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]3([H])[C@]12[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],HHVQPBXBALLUDF-QORHGLQKSA-N,"InChI=1S/C27H46O3/c1-16(2)7-6-8-17(3)20-9-10-21-25-22(15-24(30)27(20,21)5)26(4)12-11-19(28)13-18(26)14-23(25)29/h16-18,20-25,29-30H,6-15H2,1-5H3/t17-,18+,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1",CHEBI:2288,KEGG COMPOUND,"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one",A 3-oxo-5beta-steroid that is 5beta-cholestan-3-one bearing two additional hydroxy substituents at positions 7alpha and 12alpha.,"InChI=1S/C27H46O3/c1-16(2)7-6-8-17(3)20-9-10-21-25-22(15-24(30)27(20,21)5)26(4)12-11-19(28)13-18(26)14-23(25)29/h16-18,20-25,29-30H,6-15H2,1-5H3/t17-,18+,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1"
