chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
2691,18320,"1,4-dithiothreitol","The threo-diastereomer of 1,4-dimercaptobutane-2,3-diol.",5950,KEGG COMPOUND accession,C07636,,,,,,,,,,,,,,,
2692,18332,L-thyroxine,The L-enantiomer of thyroxine.,5956,KEGG COMPOUND accession,C07052,,,,,,,,,,,,,,,
2693,18338,thiamine(1+) monophosphate chloride,An organic chloride salt of thiamine(1+) monophosphate.,5959,KEGG COMPOUND accession,C07469,,,,,,,,,,,,,,,
2694,18344,kynurenic acid,A quinolinemonocarboxylic acid that is quinoline-2-carboxylic acid substituted by a hydroxy group at C-4.,5962,KEGG COMPOUND accession,C10927,,,,,,,,,,,,,,,
2695,18346,vanillin,A member of the class of benzaldehydes carrying methoxy and hydroxy substituents at positions 3 and 4 respectively.,5963,KEGG COMPOUND accession,C10465,,,,,,,,,,,,,,,
2696,18348,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",A phosphatidylinositol bisphosphate in which the two phosphate groups are at C-4 and C-5 of the inositol moiety which has the 1D-myo configuration.,5964,KEGG COMPOUND accession,C06069,,,,,,,,,,,,,,,
2697,18355,"2-hydroxypenta-2,4-dienoic acid","A 5-carbon, bis-unsaturated, alpha-hydroxy fatty acid metabolite of the proteobacterium substrate 2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid (HOPDA).",5970,KEGG COMPOUND accession,C10467,,,,,,,,,,,,,,,
2698,18361,diphosphate(4-),a,5973,KEGG COMPOUND accession,C10067,,,,,,,,,,,,,,,
2699,18363,reticulinylium,"A benzylisoquinoline alkaloid that is obtained by selective dehydrogenation at the 1,2-position of reticuline.",18248,KEGG COMPOUND accession,C00023,,,,,,,,,,,,,,,
2700,18371,cis-4-carboxymethylenebut-2-en-4-olide,a,30408,KEGG COMPOUND accession,C00824,,,,,,,,,,,,,,,
2701,18374,1-(5-phospho-beta-D-ribosyl)-5'-AMP,An AMP-sugar in which the hydrogen at position 1 of AMP is substituted by a 5-phospho-beta-D-ribosyl group.,27539,KEGG COMPOUND accession,C11129,,,,,,,,,,,,,,,
2702,18379,nitrile,"A compound having the structure RC#N; thus a C-substituted derivative of hydrocyanic acid, HC#N. In systematic nomenclature, the suffix nitrile denotes the triply bound #N atom, not the carbon atom attached to it.",5981,KEGG COMPOUND accession,C09484,,,,,,,,,,,,,,,
2703,18381,5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,a,5982,KEGG COMPOUND accession,C10069,,,,,,,,,,,,,,,
2704,18385,thiamine(1+),"A primary alcohol that is 1,3-thiazol-3-ium substituted by (4-amino-2-methylpyrimidin-5-yl)methyl, methyl and 2-hydroxyethyl groups at positions 3, 4 and 5, respectively.",28106,KEGG COMPOUND accession,C08648,,,,,,,,,,,,,,,
2705,18391,D-gluconate,A gluconate having D-configuration.,5987,KEGG COMPOUND accession,C08769,,,,,,,,,,,,,,,
2706,18395,2-dehydropantolactone,a,5989,KEGG COMPOUND accession,C08649,,,,,,,,,,,,,,,
2707,18398,linear maltodextrin,"A maltodextrin in which the alpha-(1->4)-linked D-glucose units form a linear chain, typically from 3 to 17 glucose units long. (Cf. amylose, in which the chain length ranges from around 300 to several thousand glucose units).",28638,KEGG COMPOUND accession,C02420,,,,,,,,,,,,,,,
2708,18404,3-methylcatechol,A methylcatechol carrying a methyl substituent at position 3. It is a xenobiotic metabolite produced by some bacteria capable of degrading nitroaromatic compounds present in pesticide-contaminated soil samples.,5994,KEGG COMPOUND accession,C09758,,,,,,,,,,,,,,,
2709,18410,N-formylanthranilate,An amidobenzoate consisting of anthranilate carrying an N-formyl group.,17582,KEGG COMPOUND accession,C00885,,,,,,,,,,,,,,,
2710,18413,2-formamido-N(1)-(5-phospho-D-ribosyl)acetamidine,a,30887,KEGG COMPOUND accession,C00311,icit,320-77-4,30887.0,Human Metabolome Database (HMDB): The citrate oxidation to isocitrate is catalyzed by the enzyme aconitase. Human prostatic secretion is remarkably rich in citric acid and low aconitase activity will therefore play a significant role in enabling accumulation of high citrate levels (PubMed ID 8115279).,Isocitric acid,HMDB0000193,b,b,C00311,threo-d(s)-iso-citrate,FDB003281,icit,[H]OC([H])(C([O-])=O)C([H])(C([O-])=O)C([H])([H])C([O-])=O,ODBLHEXUDAPZAU-UHFFFAOYSA-K,"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3"
2711,18504,"(1->3,1->4)-beta-D-glucan",A beta-D-glucan of more than 20 D-glucose residues joined by beta-(1->3) and beta-(1->4) glycosidic linkages.,6039,KEGG COMPOUND accession,C09118,,,,,,,,,,,,,,,
2712,18915,beta-D-galactosyl-(1->3)-N-acetyl-D-glucosaminyl group,A group obtained by removing the hydroxy group from the hemiacetal function of beta-D-galactosyl-(1->3)-N-acetyl-D-glucosamine.,17196,KEGG COMPOUND accession,C00152,asn_L,70-47-3,17196.0,"Human Metabolome Database (HMDB): Asparagine (Asn) is one of the 20 most common natural amino acids on Earth. It has carboxamide as the side chain's functional group. It is considered a non-essential amino acid. Asparagine is not an essential amino acid, which means that it can be synthesized from central metabolic pathway intermediates in humans and is not required in the diet. The precursor to asparagine is oxaloacetate. Oxaloacetate is converted to aspartate using a transaminase enzyme. The enzyme transfers the amino group from glutamate to oxaloacetate producing alpha-ketoglutarate and aspartate. The enzyme asparagine synthetase produces asparagine, AMP, glutamate, and pyrophosphate from aspartate, glutamine, and ATP. In the asparagine synthetase reaction, ATP is used to activate aspartate, forming beta-aspartyl-AMP. glutamine donates an ammonium group which reacts with beta-aspartyl-AMP to form asparagine and free AMP. Since the asparagine side chain can make efficient hydrogen bond interactions with the peptide backbone, asparagines are often found near the beginning and end of alpha-helices, and in turn motifs in beta sheets. Its role can be thought as ""capping"" the hydrogen bond interactions which would otherwise need to be satisfied by the polypeptide backbone. glutamines have an extra methylene group, have more conformational entropy and thus are less useful in this regard. Asparagine also provides key sites for N-linked glycosylation, modification of the protein chain with the addition of carbohydrate chains. A reaction between asparagine and reducing sugars or reactive carbonyls produces acrylamide (acrylic amide) in food when heated to sufficient temperature, i.e. baking. These occur primarily in baked goods such as french fries, potato chips, and roasted coffee. Asparagine was first isolated in 1806 from asparagus juice, in which it is abundant--hence its name--becoming the first amino acid to be isolated. The smell observed in the urine of some individuals after their consumption of asparagus is attributed to a byproduct of the metabolic breakdown of asparagine, asparagine-amino-succinic-acid monoamide. (However, some scientists disagree and implicate other substances in the smell, especially methanethiol). (http://en.wikipedia.org/wiki/Asparagine).",L-Asparagine,HMDB0000168,b,b,C00152,ASN,FDB000787,asn_L,[H]N([H])C(=O)C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],DCXYFEDJOCDNAF-REOHCLBHSA-N,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1"
2713,20011,3-deoxyoctulosonyllipopolysaccharide,A lipopolysaccharide having a 3-deoxyoctulosonyl group attached at an unspecified position.,30314,KEGG COMPOUND accession,C00725,lipoate,1200-22-2,30314.0,"Human Metabolome Database (HMDB): Lipoic acid is a vitamin-like antioxidant that acts as a free-radical scavenger. Alpha-lipoic acid is also known as thioctic acid. It is a naturally occurring compound that is synthesized by both plants and animals. Lipoic acid contains two thiol groups which may be either oxidized or reduced. The reduced form is known as dihydrolipoic acid (DHLA). Lipoic acid (Delta E= -0.288) is therefore capable of thiol-disulfide exchange, giving it antioxidant activity. Lipoate is a critical cofactor for aerobic metabolism, participating in the transfer of acyl or methylamine groups via the 2-Oxoacid dehydrogenase (2-OADH) or alpha-ketoglutarate dehydrogenase complex. This enzyme catalyzes the conversion of alpha-ketoglutarate to succinyl CoA. This activity results in the catabolism of the branched chain amino acids (leucine, isoleucine and valine). Lipoic acid also participates in the glycine cleavage system(GCV). The glycine cleavage system is a multi-enzyme complex that catalyzes the oxidation of glycine to form 5,10 methylene tetrahydrofolate, an important cofactor in nucleic acid synthesis. Since Lipoic acid is an essential cofactor for many enzyme complexes, it is essential for aerobic life as we know it. This system is used by many organisms and plays a crucial role in the photosynthetic carbon cycle. Lipoic acid was first postulated to be an effective antioxidant when it was found it prevented vitamin C and vitamin E deficiency. It is able to scavenge reactive oxygen species and reduce other metabolites, such as glutathione or vitamins, maintaining a healthy cellular redox state. Lipoic acid has been shown in cell culture experiments to increase cellular uptake of glucose by recruiting the glucose transporter GLUT4 to the cell membrane, suggesting its use in diabetes. Studies of rat aging have suggested that the use of L-carnitine and lipoic acid results in improved memory performance and delayed structural mitochondrial decay. As a result, it may be helpful for people with Alzheimer's disease or Parkinson's disease. -- Wikipedia.",(R)-lipoic acid,HMDB0001451,b,b,C00725,LIPOIC-ACID,FDB022631,Lipoate,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])SSC([H])([H])C1([H])[H],AGBQKNBQESQNJD-ZETCQYMHSA-N,"InChI=1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)/t7-/m0/s1"
2714,20110,3-methylsalicylaldehyde,A member of the class of benzaldehydes that is salicylaldehyde in which the hydrogen ortho- to the hydroxy group is substituted by a methyl group.,6532,KEGG COMPOUND accession,C07080,,,,,,,,,,,,,,,
2715,21494,N-acetoxyarylamine,Any arylamine having an acetytoxy group attached to the nitrogen.,17355,KEGG COMPOUND accession,C05539,,,,,,,,,,,,,,,
2716,21818,N(2)-methylguanine,A methylguanine in which the methyl group is located at the N2-position.,27828,KEGG COMPOUND accession,C03948,,,,,,,,,,,,,,,
2717,24367,glycinamide ribonucleotide(2-),a,7642,KEGG COMPOUND accession,C10113,,,,,,,,,,,,,,,
2718,24547,hexadecenal,A monounsaturated fatty acid aldehyde that is hexadecanal which has undergone formal dehydrogenation to introduce a double bond at unspecified position.,7719,KEGG COMPOUND accession,C09955,,,,,,,,,,,,,,,
2719,24702,4-hydroxyindole,A member of the class of  hydroxyindoles that is 1H-indole substituted by a hydroxy group at position 4.,32807,KEGG COMPOUND accession,C01839,,,,,,,,,,,,,,,
2720,24978,ketose,Ketonic parent sugars (polyhydroxy ketones H[CH(OH)]nC(=O)[CH(OH)]mH) and their intramolecular hemiketals.,7798,KEGG COMPOUND accession,C08092,,,,,,,,,,,,,,,
2721,25682,"N(omega),N'(omega)-dimethyl-L-arginine",A  L-arginine derivative having two methyl groups at the N(omega)- and N'(omega)-positions,7912,KEGG COMPOUND accession,C00713,,,,,,,,,,,,,,,
2722,25858,"1,7-dimethylxanthine",A dimethylxanthine having the two methyl groups located at positions 1 and 7. It is a metabolite of caffeine and theobromine in animals.,16670,KEGG COMPOUND accession,C00012,,,,,,,,,,,,,,,
2723,26401,purines,A class of imidazopyrimidines that consists of purine and its substituted derivatives.,8210,KEGG COMPOUND accession,C06086,,,,,,,,,,,,,,,
2724,26660,sesterterpenoid,Any terpenoid derived from a sesterterpene. The term includes compounds in which the C25 skeleton of the parent sesterterpene has been rearranged or modified by the removal of one or more skeletal atoms (generally methyl groups). Sometimes sesterterpenoids are erroneously referred to as sesterpenoids.,29103,KEGG COMPOUND accession,C00238,k,b,26216.0,"Human Metabolome Database (HMDB): Potassium is an essential electrolyte. Potassium balance is crucial for regulating the excitability of nerves and muscles and so critical for regulating contractility of cardiac muscle. Although the most important changes seen in the presence of deranged potassium are cardiac, smooth muscle is also affected with increasing muscle weakness, a feature of both hyperkalaemia and hypokalaemia. Physiologically, it exists as an ion in the body. Potassium (K+) is a positively charged electrolyte, cation, which is present throughout the body in both intracellular and extracellular fluids. The majority of body potassium, >90%, are intracellular. It moves freely from intracellular fluid (ICF) to extracellular fluid (ECF) and vice versa when adenosine triphosphate increases the permeability of the cell membrane. It is mainly replaced inside or outside the cells by another cation, sodium (Na+). The movement of potassium into or out of the cells is linked to certain body hormones and also to certain physiological states. Standard laboratory tests measure ECF potassium. Potassium enters the body rapidly during food ingestion. Insulin is produced when a meal is eaten; this causes the temporary movement of potassium from ECF to ICF. Over the ensuing hours, the kidneys excrete the ingested potassium and homeostasis is returned. In the critically ill patient, suffering from hyperkalaemia, this mechanism can be manipulated beneficially by administering high concentration (50%) intravenous glucose. Insulin can be added to the glucose, but glucose alone will stimulate insulin production and cause movement of potassium from ECF to ICF. The stimulation of alpha receptors causes increased movement of potassium from ICF to ECF. A noradrenaline infusion can elevate serum potassium levels. An adrenaline infusion, or elevated adrenaline levels, can lower serum potassium levels. Metabolic acidosis causes a rise in extracellular potassium levels. In this situation, excess of hydrogen ions (H+) are exchanged for intracellular potassium ions, probably as a result of the cellular response to a falling blood pH. Metabolic alkalosis causes the opposite effect, with potassium moving into the cells. (PMID: 17883675).",Potassium,HMDB0000586,b,b,C00238,K%2b,FDB003521,k,[K+],NPYPAHLBTDXSSS-UHFFFAOYSA-N,InChI=1S/K/q+1
2725,27376,methanesulfonic acid,An alkanesulfonic acid in which the alkyl group directly linked to the sulfo functionality is methyl.,8645,KEGG COMPOUND accession,C10395,,,,,,,,,,,,,,,
2726,27380,(1->6)-beta-D-glucan,a,8647,KEGG COMPOUND accession,C09964,,,,,,,,,,,,,,,
2727,27386,cinnamic acid,A monocarboxylic acid that consists of acrylic acid bearing a phenyl substituent at the 3-position. It is found in Cinnamomum cassia.,17148,KEGG COMPOUND accession,C00134,ptrc,110-60-1,17148.0,"Human Metabolome Database (HMDB): Putrescine is a polyamine. Putrescine is related to cadaverine (another polyamine). Both are produced by the breakdown of amino acids in living and dead organisms and both are toxic in large doses. Putrescine and cadaverine are largely responsible for the foul odor of putrefying flesh, but also contribute to the odor of such processes as bad breath and bacterial vaginosis. Putrescine is also found in semen. Putrescine attacks s-adenosyl methionine and converts it to spermidine. Spermidine in turn attacks another s-adenosyl methionine and converts it to spermine. Putrescine is synthesized in small quantities by healthy living cells by the action of ornithine decarboxylase. The polyamines, of which putrescine is one of the simplest, appear to be growth factors necessary for cell division. Putrescine apparently has specific role in skin physiology and neuroprotection. (PMID: 15009201, 16364196). Pharmacological interventions have demonstrated convincingly that a steady supply of polyamines is a prerequisite for cell proliferation to occur. Genetic engineering of polyamine metabolism in transgenic rodents has shown that polyamines play a role in spermatogenesis, skin physiology, promotion of tumorigenesis and organ hypertrophy as well as neuronal protection. Transgenic activation of polyamine catabolism not only profoundly disturbs polyamine homeostasis in most tissues, but also creates a complex phenotype affecting skin, female fertility, fat depots, pancreatic integrity and regenerative growth. Transgenic expression of ornithine decarboxylase antizyme has suggested that this unique protein may act as a general tumor suppressor. Homozygous deficiency of the key biosynthetic enzymes of the polyamines, ornithine and S-adenosylmethionine decarboxylase is not compatible with murine embryogenesis.",Putrescine,HMDB0001414,b,b,C00134,PUTRESCINE,FDB001494,ptrc,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H],KIDHWZJUCRJVML-UHFFFAOYSA-P,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2
2728,27406,"indole-5,6-quinone",a,8653,KEGG COMPOUND accession,C01748,,,,,,,,,,,,,,,
2729,27408,avenacin A-1,a,8654,KEGG COMPOUND accession,C07409,,,,,,,,,,,,,,,
2730,27412,gentamycin C1,a,45285,KEGG COMPOUND accession,C01956,,,,,,,,,,,,,,,
2731,27422,(KDO)2-(lauroyl)-lipid IVA,A lipid A comprising lipid IVA glycosylated with two 3-deoxy-D-manno-octulosonic acid (KDO) residues and carrying an additional dodecanoyl group.,27474,KEGG COMPOUND accession,C09894,,,,,,,,,,,,,,,
2732,27426,beta-L-rhamnoside,a,16227,KEGG COMPOUND accession,C00747,,,,,,,,,,,,,,,
2733,27430,7-O-methylluteone,A hydroxyisoflavone that is luteone in which the hydroxy group at position 7 is replaced by a methoxy group.,16675,KEGG COMPOUND accession,C03722,quln,89-00-9,16675.0,"Human Metabolome Database (HMDB): Quinolinic acid is a metabolite of tryptophan with a possible role in neurodegenerative disorders. Elevated CSF levels of quinolinic acid are correlated with the severity of neuropsychological deficits in patients who have AIDS. Quinolinic acid (QUIN) is a product of tryptophan metabolism that can act as an endogenous brain excitotoxin when released by activated macrophages. (Valle et. al, Brain 127:1047 (2004)).",Quinolinic acid,HMDB0000232,b,b,C03722,QUINOLINATE,FDB021913,quln,[H]C1=C([H])C([H])=C(C([O-])=O)C(=N1)C([O-])=O,GJAWHXHKYYXBSV-UHFFFAOYSA-L,"InChI=1S/C7H5NO4/c9-6(10)4-2-1-3-8-5(4)7(11)12/h1-3H,(H,9,10)(H,11,12)/p-2"
2734,27433,gibberellin A53,"A C20-gibberellin, initially identified in Vicia faba, that is gibberellin A12 in which a hydroxy substituent is present at the 7alpha- position.",28345,KEGG COMPOUND accession,C07327,,,,,,,,,,,,,,,
