	chebi	name	definition	compound_id	type	accession_number
5336	84313	2-hydroxyoctacosanoate	A 2-hydroxy fatty acid anion that is the conjugate base of 2-hydroxyoctacosanoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.	29865	Beilstein Registry Number	1911333
5337	84314	oligomycin mixture	Any mixture comprising two or more oligomycins.	29865	Gmelin Registry Number	262573
5338	84315	L-arginyl-L-alpha-amino acid(1+)	A dipeptide cation that is the conjugate base of any L-arginyl-L-alpha-amino acid; major species at pH 7.3.	30614	CAS Registry Number	58917-67-2
5339	84316	2-hydroxytricosanoate	A 2-hydroxy fatty acid anion that is the conjugate base of 2-hydroxytricosanoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.	25941	Gmelin Registry Number	674445
5340	84317	1-acyl-2-stearoyl-sn-glycero-3-phospho-(1D-myo-inositol)	A 1-phosphatidyl-1D-myo-inositol which has a steroyl group as the acyl group at position 2.	25942	Gmelin Registry Number	49207
5341	84318	cholesteryl pentadecanoate	A cholesterol ester obtained by the formal condensation of  cholesterol with  pentadecanoic acid.	15366	CAS Registry Number	64-19-7
5342	84320	dapdiamide A zwitterion	A peptide zwitterion obtained by transfer of a proton from the carboxy to the amino terminus of dapdiamide A; major species at pH 7.3.	15366	Beilstein Registry Number	506007
5343	84321	dapdiamide B zwitterion	A peptide zwitterion obtained by transfer of a proton from the carboxy to the amino terminus of dapdiamide B; major species at pH 7.3.	15366	PDBeChem accession	ACY
5344	84322	dapdiamide C zwitterion	A peptide zwitterion obtained by transfer of a proton from the carboxy to the amino terminus of dapdiamide C; major species at pH 7.3.	30065	PDBeChem accession	MCR
5345	84323	cholesteryl palmitoleate	A cholesterol ester obtained by the formal condensation of  cholesterol with palmitoleic acid.	30065	CAS Registry Number	68-11-1
5346	84324	2-hydroxynervonate(1-)	A 2-hydroxy fatty acid anion that is the conjugate base of 2-hydroxynervonic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.	30065	CAS Registry Number	68-11-1
5347	84325	2-hydroxy fatty acid anion 24:1	A 2-hydroxy fatty acid anion with a chain that is composed of 24 carbons and 1 double bond (position  unspecified).	30065	Gmelin Registry Number	101048
5348	84326	cholesteryl heptadecanoate	A cholesterol ester obtained by the formal condensation of  cholesterol with margaric acid.	30066	Gmelin Registry Number	324390
5349	84327	torin 1	A member of the class of pyridoquinolines that is 9-(quinolin-3-yl)benzo[h][1,6]naphthyridin-2-one bearing an additional 4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl substituent at position 1. It is a potent inhibitor of mTOR and exhibits anti-cancer properties.	30089	PDBeChem accession	ACT
5350	84329	cholesteryl (9Z)-heptadecenoate	A cholesterol ester obtained by the formal condensation of  cholesterol with cis-9-heptadecenoic acid.	17578	PDBeChem accession	MBN
5351	84330	N(3)-fumaroyl-(S)-2,3-diaminopropanoate	An alpha-amino-acid anion that is the conjugate base of N(3)-fumaroyl-(S)-2,3-diaminopropanoic acid; major species at pH 7.3.	17578	Gmelin Registry Number	2456
5352	84331	N(3)-fumaramoyl-(S)-2,3-diaminopropanoic acid zwitterion	An L-alpha-amino acid zwitterion that results from the transfer of a proton from the carboxylic acid group to the alpha-amino group of N(3)-fumaramoyl-(S)-2,3-diaminopropanoic acid; major species at pH 7.3.	17578	Beilstein Registry Number	635760
5353	84333	synthalin	A hydrochloride resulting from the reaction of decamethylenediguanidine with 2 mol eq. of hydrogen chloride.	28918	CAS Registry Number	51-43-4
5354	84335	2-hydroxymyristate	A 2-hydroxy fatty acid anion that is the conjugate base of 2-hydroxymyristic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.	40751	Beilstein Registry Number	2938799
5355	84336	2-hydroxyoctadecenoate	A 2-hydroxy fatty acid anion with a chain that is composed of 18 carbons and 1 double bond (position unspecified).	40751	CAS Registry Number	150-05-0
5356	84338	synthalin A	A member of the class of guanidines that is decane having guanidino groups at the 1- and 10-positions.	783	Beilstein Registry Number	3086333
5357	84340	hydrazinocurcumin	A pyrazole obtained by cyclocodensation of the two carbonyl groups of curcumin with hydrazine.	15422	Beilstein Registry Number	73010
5358	84342	nogalaviketone(1-)	A phenolate anion obtained by deprotonation of the 5-OH group of nogalaviketone. It is the major microspecies at pH 7.3 (according to Marvin v 6.2.0.).	30616	Beilstein Registry Number	3581767
5359	84343	6-(2-amino-2-carboxyethyl)-4-hydroxybenzothiazole	A member of the class of benzothiazoles bearing hydroxy and 2-amino-2-carboxyethyl substituents at positions 4 and 6 respectively.	30616	Gmelin Registry Number	342798
5360	84344	7-(2-amino-2-carboxyethyl)-5-hydroxy-3,4-dihydro-2H-1,4-benzothiazin-3-one	A member of the class of benzothiazines that is 3,4-dihydro-2H-1,4-benzothiazin-3-one bearing additional hydroxy and 2-amino-2-carboxyethyl substituents at positions 5 and 7 respectively.	15422	Gmelin Registry Number	34857
5361	84345	methyl nogalonate(1-)	A phenolate anion resulting from the removal of a proton from the phenolic hydroxy group at position 5 of methyl nogalonate. The major species at pH 7.3.	28790	CAS Registry Number	50-67-9
5362	84346	cholesteryl all-cis-icosa-8,11,14-trienoate	A cholesterol ester obtained by the formal condensation of  cholesterol with all-cis-icosa-8,11,14-trienoic acid.	28790	Beilstein Registry Number	143524
5363	84347	2-palmitoyl-3-stearoyl-2'-sulfo-alpha,alpha-trehalose(1-)	An organosulfate oxoanion that is the conjugate base of 2-palmitoyl-3-stearoyl-2'-sulfo-alpha,alpha-trehalose arising from deprotonation of the sulfate OH group; major species at pH 7.3.	30617	Beilstein Registry Number	6765749
5364	84348	2-palmitoyl-3,6,6'-tristearoyl-2'-sulfo-alpha,alpha-trehalose(1-)	An organosulfate oxoanion that is the conjugate base of 2-palmitoyl-3,6,6'-tristearoyl-2'-sulfo-alpha,alpha-trehalose arising from deprotonation of the sulfate OH group; major species at pH 7.3.	27732	CAS Registry Number	58-08-2
5365	84349	2-hydroxyicosenoate	A 2-hydroxy fatty acid anion with a chain that is composed of 20 carbons and 1 double bond (position unspecified).	27732	CAS Registry Number	58-08-2
5366	84350	2-hydroxydocosenoate	A 2-hydroxy fatty acid anion with a chain that is composed of 22 carbons and 1 double bond (position unspecified).	27732	Beilstein Registry Number	17705
5367	84352	cholesteryl behenate	A cholesterol ester obtained by the formal condensation of  cholesterol with  behenic acid.	28946	CAS Registry Number	83-67-0
5368	84353	2',3'-dipalmitoyl-2-sulfo-alpha,alpha-trehalose(1-)	An organosulfate oxoanion that is the conjugate base of 2',3'-dipalmitoyl-2-sulfo-alpha,alpha-trehalose arising from deprotonation of the sulfate OH group; major species at pH 7.3.	28946	CAS Registry Number	83-67-0
5369	84354	(4R)-3,4-dihydro-4-hydroxyphenylpyruvate	A 3,4-dihydro-4-hydroxyphenylpyruvate having R-configuration.	28946	Beilstein Registry Number	16464
5370	84355	3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]pyruvate	3-(4-hydroxycyclohex-2-en-1-ylidene)pyruvate obtained by deprotonation of the carboxy group of 3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]pyruvic acid; major species at pH 7.3.	28177	CAS Registry Number	58-55-9
5371	84356	(3E)-3-[(1R,5R,6S)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]pyruvate	A 2-oxo monocarboxylic acid anion that is the conjugate base of (3E)-3-[(1R,5R,6S)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]pyruvic acid, obtained by deprotonation of the carboxy group.	28177	CAS Registry Number	58-55-9
5372	84357	3-[(1R,2S,5R,6S)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]pyruvate	A 2-oxo monocarboxylic acid anion that is the conjugate base of 3-[(1R,2S,5R,6S)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]pyruvic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.	28177	Beilstein Registry Number	13463
5373	84358	L-dihydroanticapsin zwitterion	An L-alpha-amino acid zwitterion obtained by transfer of a proton from the carboxy to the amino group of L-dihydroanticapsin; major species at pH 7.3.	28177	PDBeChem accession	TEP
5374	84359	3-hydroxy-2,4-dioxopentyl phosphate(2-)	An organophosphate oxoanion obtained by deprotonation of the phosphate OH groups of 3-hydroxy-2,4-pentanedione 5-phosphate; major species at pH 7.3.	9522	Beilstein Registry Number	2226689
5375	84360	cetoniacytone A	A member of the class of cyclohexenones that is (1R,5S,6R)-4-amino-5-hydroxy-1-(hydroxymethyl)-7-oxabicyclo[4.1.0]hept-3-en-2-one in which one of the amino hydrogens is replaced by an acetyl group.	30618	CAS Registry Number	9004-65-3
5376	84362	2-epi-5-epi-valiolone 7-phosphate(2-)	An organophosphate oxoanion obtained by deprotonation of the phosphate OH groups of 2-epi-5-epi-valiolone 7-phosphate; major species at pH 7.3.	670	CAS Registry Number	618-36-0
5377	84363	acarbose(1+)	An organic cation obtained by protonation of the secondary amino group of acarbose; major species at pH 7.3.	798	CAS Registry Number	2126-37-6
5378	84365	cladoniamide derivative	Any organic heteropolycyclic compound that is derived from a cladoniamide.	15440	CAS Registry Number	111-02-4
5379	84366	cladoniamide A	An organic heterohexacyclic compound that is cladoniamide B in which the chlorine attached to the methoxy-bearing indole moiety is replaced by a hydrogen. It has been isolated from the culture broth of Streptomyces uncialis.	15440	Beilstein Registry Number	1728920
5380	84367	cladoniamide B	8a,13-dihydrobenzo[2,3]pyrrolo[3',4':5,6]indolizino[8,7-b]indole-6,8(5aH,7H)-dione which is substituted by chlorines at positions 2 and 10, hydroxy groups at positions 5a and 8a, a methoxy group at position 14, and a methyl group at position 7 (the 5aR,8aS diastereoisomer). It has been isolated from the culture broth of Streptomyces uncialis.	15625	CAS Registry Number	22365-13-5
5381	84368	cladoniamide C	An organic heterohexacyclic compound that is cladoniamide B in which both of the chlorines are replaced by hydrogen. It has been isolated from the culture broth of Streptomyces uncialis.	15625	Beilstein Registry Number	4161053
5382	84369	cladoniamide D	An organic heteropentacyclic compound that is cladoniamide E in which the chlorine attached to the methoxy-bearing indole moiety is replaced by a hydrogen. It has been isolated from the culture broth of Streptomyces uncialis.	799	CAS Registry Number	968-49-0
5383	84370	cladoniamide E	An organic heteropentacyclic compound that is 7,12-dihydro-6H-pyrido[1,2-a:3,4-b']diindole substituted by chloro groups at positions 2 and 9, a hydroxy group and an N-methyl carbamyl group at position 6, a methoxy group at position 13, and an oxo group at position 7 (the 6R stereoisomer). It is isolated from the culture broth of Streptomyces uncialis.	17033	CAS Registry Number	114-25-0
5384	84371	cladoniamide F	An organic heteropentacyclic compound that is cladoniamide G in which the chlorine attached to the methoxy-bearing indole moiety is replaced by a hydrogen. It has been isolated from the culture broth of Streptomyces uncialis.	17033	Beilstein Registry Number	74351
5385	84372	N-tricosanoylsphingosine	A N-acylsphingosine in which the ceramide N-acyl group is specified as tricosanoyl.	16990	Gmelin Registry Number	411033
5386	84373	chitotriose	An amino trisaccharide comprising of three 2-amino-2-deoxy-D-glucopyranose units joined by beta-(1->4) linkages.	16990	Beilstein Registry Number	74376
5387	84374	3-ammonio-L-alanine(1+)	An alpha-amino-acid cation that is the conjugate acid of 3-amino-L-alanine.	17033	PDBeChem accession	BLA
5388	84375	N-(17Z-hexacosenoyl)sphingosine	A N-acylsphingosine in which the ceramide N-acyl group is specified as (17Z)-hexacosenoyl.	29012	CAS Registry Number	17086-76-9
5389	84376	pentacosanoate	A straight-chain saturated fatty acid anion that is the conjugate base of pentacosanoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.	30619	CAS Registry Number	18433-30-2
5390	84377	pentacosenoate	A monounsaturated fatty acid anion with a chain that is composed of 25 carbons and 1 double bond (position unspecified).	40583	CAS Registry Number	28144-27-6
5391	84379	2-hydroxypentacosenoate	A 2-hydroxy fatty acid anion with a chain that is composed of 25 carbons and 1 double bond (position unspecified).	10360	CAS Registry Number	1117-61-9
5392	84381	chondramide B	A chondramide that is chondramide A in which the hydrogen at position 2 of the indole moiety has been replaced by a chlorine. It is produced by strains of the myxobacterium, Chondromyces crocatus.	299	CAS Registry Number	2385-77-5
5393	84383	chondramide D	A chondramide that is chondramide C in which the hydrogen at position 2 of the indole moiety is replaced by a chlorine.  It is produced by strains of the myxobacterium, Chondromyces crocatus.	28037	CAS Registry Number	14215-68-0
5394	84384	chondramide	Any of the 18-membered ring cyclodepsipeptides produced by strains of the myxobacterium, Chondromyces crocatus.	30621	CAS Registry Number	1327-53-3
5395	84385	1-myristoyl-2-palmitoyl-sn-glycerol	A 1,2-diacyl-sn-glycerol that has myristoyl and palmitoyl as 1- and 2-acyl groups respectively.	30621	CAS Registry Number	1327-53-3
5396	84386	1-myristoyl-2-palmitoleoyl-sn-glycerol	A 1,2-diacyl-sn-glycerol with myristoyl and palmitoleoyl as 1- and 2-acyl groups respectively.	30621	Gmelin Registry Number	35185
5397	84387	(1s,4s)-prephenic acid	A prephenic acid having (1s,4s)-cis-configuration.	49900	CAS Registry Number	13464-58-9
5398	84388	2-hydroxyhexacosenoate	A 2-hydroxy fatty acid anion with a chain that is composed of 26 carbons and 1 double bond (position unspecified).	49900	Gmelin Registry Number	1397624
5399	84389	2-hydroxyhexacosadienoate	A 2-hydroxy fatty acid anion with a chain that is composed of 26 carbons and 2 double bond (positions unspecified).	29866	Gmelin Registry Number	25868
5400	84390	hexacosadienoate	A very long-chain fatty acid anion with a chain that is composed of 26 carbons and 2 double bond (positions unspecified).	44975	CAS Registry Number	66-71-7
5401	84391	tetracosadienoate	A polyunsaturated fatty acid anion composed of 24 carbons with 2 double bonds in unknown positions.	44975	CAS Registry Number	66-71-7
5402	84392	1-myristoyl-2-linoleoyl-sn-glycerol	A 1,2-diacyl-sn-glycerol that has myristoyl and linoleoyl as 1- and 2-acyl groups respectively.	44975	PDBeChem accession	PHN
5403	84393	2-hydroxytetracosadienoate	A 2-hydroxy fatty acid anion with a chain that is composed of 24 carbons and 2 double bond (positions unspecified).	44975	Gmelin Registry Number	4040
5404	84394	1-palmitoyl-2-palmitoleoyl-sn-glycerol	A 1,2-diacyl-sn-glycerol that has palmitoyl and palmitoleoyl as 1- and 2-acyl groups respectively.	30622	Gmelin Registry Number	681298
5405	84395	amylodextrin	A linear dextrin or short chained amylose (DP 20-30) that can be produced by enzymatic hydrolysis of the alpha-1,6 glycosidic bonds or debranching amylopectin.	28037	CAS Registry Number	1811-31-0
