name,value,disease,age,Gender,location,concentration,markerdb_id,method,id
4-Hydroxybutyric acid,7,Succinic Semialdehyde Dehydrogenase Deficiency,Infant: 1 wk-2 yrs old,Male,Blood,2.5e+03 (2.1e+03-2.9e+03) uM,120520,"Shinka, T., Inoue, Y., Ohse, M., Ito, A., Ohfu, M., Hirose, S. & Kuhara, T. Rapid and sensitive detection of urinary 4-hydroxybutyric acid and its related compounds by gas chromatography-mass spectrometry in a patient with succinic semialdehyde dehydrogenase deficiency. J Chromatogr B Analyt Technol Biomed Life Sci 776, 57-63 (2002).",12127325.0
Hippuric acid,267,Phenylketonuria,Adult: >=18 yrs old,Both,Urine,50.2 (45.8-54.6) umol/mmol creatinine,367345,,19551947.0
Hippuric acid,261,Paraquat Poisoning,Adult: >=18 yrs old,Both,Urine,88.2 umol/mmol creatinine,1452,"Bairaktari, E., Katopodis, K., Siamopoulos, K. C. & Tsolas, O. Paraquat-induced renal injury studied by 1H nuclear magnetic resonance spectroscopy of urine. Clin Chem 44, 1256-1261 (1998).",9625050.0
Hippuric acid,44,Argininosuccinic Aciduria,Adult: >=18 yrs old,Both,Urine,20.5 (19.8-21.2) umol/mmol creatinine,367345,,19551947.0
Hippuric acid,330,Uremia,Adult: >=18 yrs old,Both,Blood,1.4e+03 (754.2-2.0e+03) uM,366719,,12675874.0
Kynurenic acid,216,Malaria,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,0.060 (0.060-0.070) uM,1261,"Medana, I. M., Hien, T. T., Day, N. P., Phu, N. H., Mai, N. T., Chu'ong, L. V., Chau, T. T., Taylor, A., Salahifar, H., Stocker, R., Smythe, G., Turner, G. D., Farrar, J., White, N. J. & Hunt, N. H. The clinical significance of cerebrospinal fluid levels of kynurenine pathway metabolites and lactate in severe malaria. J Infect Dis 185, 650-656 (2002).",11865422.0
Kynurenic acid,330,Uremia,Adult: >=18 yrs old,Both,Blood,0.80 (0.40-1.2) uM,366742,,22626821.0
Isovaleric acid,199,Isovaleric Acidemia,Children: 2-17 yrs old,Female,Urine,14.4 umol/mmol creatinine,367025,,1246461.0
Isovaleric acid,6247,Ulcerative Colitis,Unknown,Unknown,Feces,0.00027 (9.8e-06-0.0094) nmol/g wet feces,367353,,23867873.0
Isovaleric acid,73,Celiac Disease,Children: 2-17 yrs old,Unknown,Feces,8.7e+04 (0-1.7e+05) nmol/g wet feces,366662,,21970810.0
Isovaleric acid,196,Irritable Bowel Syndrome,Unknown,Unknown,Feces,0.00067 (6.9e-05-0.0058) nmol/g wet feces,367353,,23867873.0
Isovaleric acid,99,Crohn's Disease,Unknown,Unknown,Feces,0.0014 (0.00068-0.0040) nmol/g wet feces,367353,,23867873.0
Isovaleric acid,199,Isovaleric Acidemia,Children: 2-17 yrs old,Female,Blood,75.4 uM,367025,,1246461.0
L-Homoserine,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,29.7 umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Glycylproline,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,46.3 (3.6-89.1) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Glycylproline,280,Prolidase Deficiency,Adult: >=18 yrs old,Unknown,Urine,590.8 (509.7-671.9) umol/mmol creatinine,1608,"Shoemaker, J. D. & Elliott, W. H. Automated screening of urine samples for carbohydrates, organic and amino acids after treatment with urease. J Chromatogr 562, 125-138 (1991).",2026685.0
Glycylproline,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Both,Urine,0.0087 (0.0071-0.010) umol/mmol creatinine,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
Hydroxyproline,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,30.9 (18.6-43.1) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Hydroxyproline,33,Alzheimer's Disease,Adult: >=18 yrs old,Both,Urine,0.21 (0.19-0.23) umol/mmol creatinine,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
Hydroxyproline,1389,Iminoglycinuria,Children: 2-17 yrs old,Both,Urine,125.0 (0-250.0) umol/mmol creatinine,336921,"Broer, S., Bailey, C. G., Kowalczuk, S., Ng, C., Vanslambrouck, J. M., Rodgers, H., Auray-Blais, C., Cavanaugh, J. A., Broer, A. & Rasko, J. E. Iminoglycinuria and hyperglycinuria are discrete human phenotypes resulting from complex mutations in proline and glycine transporters. J Clin Invest 118, 3881-3892 (2008).",19033659.0
Hydroxyproline,33,Alzheimer's Disease,Adult: >=18 yrs old,Both,Blood,5.6 (4.9-6.3) uM,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
Hydroxyproline,161,Hemodialysis,Adult: >=18 yrs old,Both,Blood,27.0 (12.9-41.1) uM,958,"Raj, D. S., Ouwendyk, M., Francoeur, R. & Pierratos, A. Plasma amino acid profile on nocturnal hemodialysis. Blood Purif 18, 97-102 (2000).",10838467.0
Alpha-Hydroxyisobutyric acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,11.8 (7.5-16.2) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Alpha-Hydroxyisobutyric acid,212,Lung Cancer,Unknown,Both,Urine,5.0 (0-8.0) umol/mmol creatinine,3,"Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).",18953024.0
Isobutyrylglycine,149,Glutaric Acidemia Type 2,Newborn: 0 day-1 wk,Unknown,Urine,31.2 umol/mmol creatinine,367373,,6158623.0
Isobutyrylglycine,2345,Ethylmaonic Encephalopathy,Children: 2-17 yrs old,Female,Urine,17.4 umol/mmol creatinine,367034,,9667231.0
Cysteine-S-sulfate,316,Sulfite Oxidase Deficiency,Infant: 1 wk-2 yrs old,Male,Urine,150.0 umol/mmol creatinine,367202,"Clinical and Laboratory Barriers to the Timely Diagnosis of Sulphite Oxidase Deficiency. Proceedings of Singapore Healthcare, 19(2), 94-100.",
Cysteine-S-sulfate,1466,Molybdenum Cofactor Deficiency,Newborn: 0 day-1 wk,Unknown,Urine,171.0 umol/mmol creatinine,367374,,8051926.0
Cysteine-S-sulfate,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,50.1 (14.7-85.6) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Lactulose,73,Celiac Disease,Adult: >=18 yrs old,Both,Blood,0.46 (0.26-0.79) uM,504,"Cox, M. A., Lewis, K. O. & Cooper, B. T. Measurement of small intestinal permeability markers, lactulose, and mannitol in serum: results in celiac disease. Dig Dis Sci 44, 402-406 (1999).",10063930.0
Homocysteine,1700,Transcobalamin Ii Deficiency,Newborn: 0 day-1 wk,Female,Urine,0.48 (0.47-0.50) umol/mmol creatinine,345978,"Bibi, H., Gelman-Kohan, Z., Baumgartner, E. R. & Rosenblatt, D. S. Transcobalamin II deficiency with methylmalonic aciduria in three sisters. J Inherit Metab Dis 22, 765-772 (1999).",10518276.0
Homocysteine,263,Peripheral Neuropathy,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,0.11 (0.070-0.18) uM,629,"Obeid, R., Kasoha, M., Knapp, J. P., Kostopoulos, P., Becker, G., Fassbender, K. & Herrmann, W. Folate and methylation status in relation to phosphorylated tau protein(181P) and beta-amyloid(1-42) in cerebrospinal fluid. Clin Chem 53, 1129-1136 (2007).",17384003.0
Homocysteine,33,Alzheimer's Disease,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,0.22 (0.094-0.34) uM,367506,,21474939.0
Homocysteine,304,Sickle Cell Anemia,Adult: >=18 yrs old,Both,Blood,12.5 (7.5-17.5) uM,1003,"van der Dijs, F. P., Schnog, J. J., Brouwer, D. A., Velvis, H. J., van den Berg, G. A., Bakker, A. J., Duits, A. J., Muskiet, F. D. & Muskiet, F. A. Elevated homocysteine levels indicate suboptimal folate status in pediatric sickle cell patients. Am J Hematol 59, 192-198 (1998).",9798656.0
Homocysteine,36,Amyotrophic Lateral Sclerosis,Adult: >=18 yrs old,Both,Blood,13.9 (10.5-17.4) uM,120658,"Levin, J., Botzel, K., Giese, A., Vogeser, M. & Lorenzl, S. Elevated levels of methylmalonate and homocysteine in Parkinson's disease, progressive supranuclear palsy and amyotrophic lateral sclerosis. Dement Geriatr Cogn Disord 29, 553-559 (2010).",20606437.0
Homocysteine,316,Sulfite Oxidase Deficiency,Infant: 1 wk-2 yrs old,Male,Blood,0.70 (-2.5-0.70) uM,367202,"Clinical and Laboratory Barriers to the Timely Diagnosis of Sulphite Oxidase Deficiency. Proceedings of Singapore Healthcare, 19(2), 94-100.",
Homocysteine,161,Hemodialysis,Adult: >=18 yrs old,Both,Blood,29.7 (25.7-38.2) uM,519,"McGregor, D. O., Dellow, W. J., Lever, M., George, P. M., Robson, R. A. & Chambers, S. T. Dimethylglycine accumulates in uremia and predicts elevated plasma homocysteine concentrations. Kidney Int 59, 2267-2272 (2001).",11380830.0
Homocysteine,83,Chronic Kidney Disease,Adult: >=18 yrs old,Both,Blood,21.0 (18.5-25.7) uM,519,"McGregor, D. O., Dellow, W. J., Lever, M., George, P. M., Robson, R. A. & Chambers, S. T. Dimethylglycine accumulates in uremia and predicts elevated plasma homocysteine concentrations. Kidney Int 59, 2267-2272 (2001).",11380830.0
Homocysteine,1466,Molybdenum Cofactor Deficiency,Children: 2-17 yrs old,Male,Blood,0.90 uM,366899,,26644055.0
Homocysteine,1466,Molybdenum Cofactor Deficiency,Newborn: 0 day-1 wk,Female,Blood,1.00 (-2.2-1.00) uM,366896,,12872846.0
Homocysteine,262,Parkinson's Disease,Adult: >=18 yrs old,Both,Blood,15.1 uM,120658,"Levin, J., Botzel, K., Giese, A., Vogeser, M. & Lorenzl, S. Elevated levels of methylmalonate and homocysteine in Parkinson's disease, progressive supranuclear palsy and amyotrophic lateral sclerosis. Dement Geriatr Cogn Disord 29, 553-559 (2010).",20606437.0
Homocysteine,330,Uremia,Adult: >=18 yrs old,Both,Blood,60.0 (48.1-71.9) uM,366719,,12675874.0
Hydroxyisocaproic acid,220,Maple Syrup Urine Disease,Newborn: 0 day-1 wk,Female,Cerebrospinal_Fluid,12.9 uM,116927,"Shigematsu, Y., Kikuchi, K., Momoi, T., Sudo, M., Kikawa, Y., Nosaka, K., Kuriyama, M., Haruki, S., Sanada, K., Hamano, N. & et, a. l. .. Organic acids and branched-chain amino acids in body fluids before and after multiple exchange transfusions in maple syrup urine disease. J Inherit Metab Dis 6, 183-189 (1983).",6422161.0
Hydroxyisocaproic acid,220,Maple Syrup Urine Disease,Newborn: 0 day-1 wk,Female,Blood,14.0 uM,116927,"Shigematsu, Y., Kikuchi, K., Momoi, T., Sudo, M., Kikawa, Y., Nosaka, K., Kuriyama, M., Haruki, S., Sanada, K., Hamano, N. & et, a. l. .. Organic acids and branched-chain amino acids in body fluids before and after multiple exchange transfusions in maple syrup urine disease. J Inherit Metab Dis 6, 183-189 (1983).",6422161.0
Methylglutaric acid,5,3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency,Newborn: 0 day-1 wk,Male,Urine,348.0 umol/mmol creatinine,366682,,23705938.0
Methylglutaric acid,3317,Type V 3-Methylglutaconic Aciduria,Children: 2-17 yrs old,Male,Urine,1.4e+03 umol/mmol creatinine,366840,,22797137.0
3-Hydroxyisovaleric acid,58,Biotinidase Deficiency,Children: 2-17 yrs old,Both,Urine,275.0 (50.0-500.0) umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
3-Hydroxyisovaleric acid,5,3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency,Newborn: 0 day-1 wk,Male,Urine,1.2e+03 umol/mmol creatinine,366682,,23705938.0
3-Hydroxyisovaleric acid,212,Lung Cancer,Adult: >=18 yrs old,Both,Urine,6.0 (4.0-8.0) umol/mmol creatinine,3,"Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).",18953024.0
3-Hydroxyisovaleric acid,115,Diabetes Mellitus Type 2,Adult: >=18 yrs old,Both,Urine,10.8 (4.9-21.1) umol/mmol creatinine,367383,"Lorena Ivona ŞTEFAN, Alina NICOLESCU, Simona POPA, Maria MOŢA, Eugenia KOVACS and Calin DELEANU. 1H-NMR URINE METABOLIC PROFILING IN TYPE 1 DIABETES MELLITUS. Rev. Roum. Chim., 2010, 55(11-12), 1033-1037",
3-Hydroxyisovaleric acid,1451,3-Methylglutaconic Aciduria Type I,Adult: >=18 yrs old,Female,Cerebrospinal_Fluid,172.0 uM,17,"Engelke, U. F., Kremer, B., Kluijtmans, L. A., van der Graaf, M., Morava, E., Loupatty, F. J., Wanders, R. J., Moskau, D., Loss, S., van den Bergh, E. & Wevers, R. A. NMR spectroscopic studies on the late onset form of 3-methylglutaconic aciduria type I and other defects in leucine metabolism. NMR Biomed 19, 271-278 (2006).",16541463.0
3-Hydroxyisovaleric acid,5988,Preeclampsia/Eclampsia,Adult: >=18 yrs old,Female,Blood,9.2 uM,367357,,22494326.0
3-Hydroxyisovaleric acid,1451,3-Methylglutaconic Aciduria Type I,Adult: >=18 yrs old,Both,Blood,10.0 (10.0-20.0) uM,17,"Engelke, U. F., Kremer, B., Kluijtmans, L. A., van der Graaf, M., Morava, E., Loupatty, F. J., Wanders, R. J., Moskau, D., Loss, S., van den Bergh, E. & Wevers, R. A. NMR spectroscopic studies on the late onset form of 3-methylglutaconic aciduria type I and other defects in leucine metabolism. NMR Biomed 19, 271-278 (2006).",16541463.0
L-Hexanoylcarnitine,149,Glutaric Acidemia Type 2,Adolescent:13-18 yrs old,Male,Blood,0.18 uM,367006,,24453145.0
L-Hexanoylcarnitine,251,Obesity,Children: 2-17 yrs old,Both,Blood,0.051 (0.035-0.067) uM,367335,Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children,
Lithocholic acid,85,Cirrhosis,Adult: >=18 yrs old,Both,Urine,1.1 (0.41-2.4) umol/mmol creatinine,557,"Batta, A. K., Arora, R., Salen, G., Tint, G. S., Eskreis, D. & Katz, S. Characterization of serum and urinary bile acids in patients with primary biliary cirrhosis by gas-liquid chromatography-mass spectrometry: effect of ursodeoxycholic acid treatment. J Lipid Res 30, 1953-1962 (1989).",2621422.0
Lithocholic acid,103,Cystic Fibrosis,Adult: >=18 yrs old,Both,Blood,0.11 (0.090-0.13) uM,604,"Smith, J. L., Lewindon, P. J., Hoskins, A. C., Pereira, T. N., Setchell, K. D., O'Connell, N. C., Shepherd, R. W. & Ramm, G. A. Endogenous ursodeoxycholic acid and cholic acid in liver disease due to cystic fibrosis. Hepatology 39, 1673-1682 (2004).",15185309.0
Lithocholic acid,85,Cirrhosis,Adult: >=18 yrs old,Both,Blood,1.5 (0.50-3.0) uM,557,"Batta, A. K., Arora, R., Salen, G., Tint, G. S., Eskreis, D. & Katz, S. Characterization of serum and urinary bile acids in patients with primary biliary cirrhosis by gas-liquid chromatography-mass spectrometry: effect of ursodeoxycholic acid treatment. J Lipid Res 30, 1953-1962 (1989).",2621422.0
5-Hydroxyindoleacetic acid,5759,Carcinoid Tumors,Adult: >=18 yrs old,Male,Urine,5.0 umol/mmol creatinine,120742,"Ishida, J., Iizuka, R. & Yamaguchi, M. High-performance liquid chromatographic determination of 5-hydroxyindoles by post-column fluorescence derivatization. Analyst 118, 165-169 (1993).",7680187.0
5-Hydroxyindoleacetic acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,69.5 (34.5-104.4) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
5-Hydroxyindoleacetic acid,45,Aromatic L Amino Acid Decarboxylase Deficiency,Infant: 1 wk-2 yrs old,Male,Urine,0.90 (0.90-0.90) umol/mmol creatinine,346,"Abdenur, J. E., Abeling, N., Specola, N., Jorge, L., Schenone, A. B., van Cruchten, A. C. & Chamoles, N. A. Aromatic l-aminoacid decarboxylase deficiency: unusual neonatal presentation and additional findings in organic acid analysis. Mol Genet Metab 87, 48-53 (2006).",16288991.0
5-Hydroxyindoleacetic acid,1886,Brunner Syndrome,Adult: >=18 yrs old,Male,Urine,1.1 (0.80-1.4) umol/mmol creatinine,366648,,8503438.0
5-Hydroxyindoleacetic acid,59,Bipolar Disorder,Unknown,Unknown,Cerebrospinal_Fluid,0.091 (0.053-0.13) uM,367355,,19756368.0
5-Hydroxyindoleacetic acid,126,Epilepsy,Children: 2-17 yrs old,Both,Cerebrospinal_Fluid,0.33 (0.29-0.37) uM,781,"Shaywitz, B. A., Cohen, D. J. & Bowers, M. B. Reduced cerebrospinal fluid 5-hydroxyindoleacetic acid and homovanillic acid in children with epilepsy. Neurology 25, 72-79 (1975).",803305.0
5-Hydroxyindoleacetic acid,73,Celiac Disease,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,0.070 (0.045-0.096) uM,366759,,6182605.0
5-Hydroxyindoleacetic acid,133,Schizophrenia,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,0.056 (0.034-0.078) uM,367044,,6184954.0
5-Hydroxyindoleacetic acid,45,Aromatic L Amino Acid Decarboxylase Deficiency,Infant: 1 wk-2 yrs old,Female,Cerebrospinal_Fluid,0.027 uM,366740,,9686366.0
5-Hydroxyindoleacetic acid,302,Sepiapterin Reductase Deficiency,Children: 2-17 yrs old,Male,Cerebrospinal_Fluid,0.0045 (0.0040-0.0050) uM,366762,,18502672.0
Hydrocinnamic acid,282,Prostate Cancer,Adult: >=18 yrs old,Both,Blood,0.50 (0-1.00) uM,1612,"Sreekumar, A., Poisson, L. M., Rajendiran, T. M., Khan, A. P., Cao, Q., Yu, J., Laxman, B., Mehra, R., Lonigro, R. J., Li, Y., Nyati, M. K., Ahsan, A., Kalyana-Sundaram, S., Han, B., Cao, X., Byun, J., Omenn, G. S., Ghosh, D., Pennathur, S., Alexander, D. C., Berger, A., Shuster, J. R., Wei, J. T., Varambally, S., Beecher, C. & Chinnaiyan, A. M. Metabolomic profiles delineate potential role for sarcosine in prostate cancer progression. Nature 457, 910-914 (2009).",19212411.0
Mannitol,105,Cytochrome C Oxidase Deficiency,Adult: >=18 yrs old,Both,Blood,1.6 (1.1-2.1) uM,620,"Shetty, H. U., Holloway, H. W. & Rapoport, S. I. Capillary gas chromatography combined with ion trap detection for quantitative profiling of polyols in cerebrospinal fluid and plasma. Anal Biochem 224, 279-285 (1995).",7710082.0
Mannitol,297,Ribose 5 Phosphate Isomerase Deficiency,Adult: >=18 yrs old,Both,Blood,2.0 (0-5.0) uM,1219,"Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).",14988808.0
Mannitol,330,Uremia,Adult: >=18 yrs old,Both,Blood,142.9 (5.5-280.2) uM,366719,,12675874.0
Pseudouridine,67,Canavan Disease,Adult: >=18 yrs old,Both,Blood,16.7 (13.0-20.4) uM,441,"Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).",16139832.0
Phenyllactic acid,267,Phenylketonuria,Newborn: 0 day-1 wk,Both,Urine,149.7 (0-358.2) umol/mmol creatinine,1530,"Monch, E., Kneer, J., Jakobs, C., Arnold, M., Diehl, H. & Batzler, U. Examination of urine metabolites in the newborn period and during protein loading tests at 6 months of age--Part 1. Eur J Pediatr 149 Suppl 1, S17-S24 (1990).",2091926.0
Azelaic acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,4.8 (1.5-8.0) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Orotidine,5455,Orotic Aciduria,Adult: >=18 yrs old,Female,Urine,0.52 umol/mmol creatinine,367352,,25757096.0
L-Octanoylcarnitine,251,Obesity,Adolescent:13-18 yrs old,Both,Urine,69.6 (67.3-71.9) umol/mmol creatinine,366711,,26910390.0
L-Octanoylcarnitine,73,Celiac Disease,Adult: >=18 yrs old,Both,Blood,0.086 (0.080-0.092) uM,494,"Bene, J., Komlosi, K., Gasztonyi, B., Juhasz, M., Tulassay, Z. & Melegh, B. Plasma carnitine ester profile in adult celiac disease patients maintained on long-term gluten free diet. World J Gastroenterol 11, 6671-6675 (2005).",16425363.0
L-Octanoylcarnitine,251,Obesity,Children: 2-17 yrs old,Both,Blood,0.14 (0.11-0.17) uM,367335,Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children,
L-Octanoylcarnitine,149,Glutaric Acidemia Type 2,Adolescent:13-18 yrs old,Male,Blood,0.37 uM,367006,,24453145.0
Sebacic acid,1167,Carnitine Acylcarnitine Translocase Deficiency,Newborn: 0 day-1 wk,Unknown,Urine,94.0 umol/mmol creatinine,336332,"Stanley, C. A., Hale, D. E., Berry, G. T., Deleeuw, S., Boxer, J. & Bonnefont, J. P. Brief report: a deficiency of carnitine-acylcarnitine translocase in the inner mitochondrial membrane. N Engl J Med 327, 19-23 (1992).",1598097.0
