abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
M00017,17735-94-3,134479,Human Metabolome Database (HMDB): Paullinic acid is found in fats and oils. Paullinic acid is isolated from herring oil and rapeseed oil and from various Sapindacea,Paullinic acid,HMDB0035159,,,,,FDB013796,M00017,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],URXZXNYJPAJJOQ-FPLPWBNLSA-N,"InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h7-8H,2-6,9-19H2,1H3,(H,21,22)/b8-7-"
M00018,,,,13Z-Eicosenoyl Coenzyme A,,,,,,,M00018,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP(=O)(O[H])O[H],UZVWVONIQVFUPF-ZPAOSKAMSA-N,"InChI=1S/C41H72N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h9-10,28-30,34-36,40,51-52H,4-8,11-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/b10-9-/t30?,34?,35?,36?,40-/m0/s1"
M00019,13126-39-1,82617,"Human Metabolome Database (HMDB): (Z)-13-Octadecenoic acid is a member of the class of compounds known as long-chain fatty acids. Long-chain fatty acids are fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms. (Z)-13-octadecenoic acid is practically insoluble (in water) and a weakly acidic compound (based on its pKa). Within the cell, (Z)-13-octadecenoic acid is primarily located in the membrane (predicted from logP). It can also be found in the extracellular space. (Z)-13-Octadecenoic acid is a constituent of various lipid fractions from fish and some cooked foods.",(Z)-13-Octadecenoic acid,HMDB0041480,,,,,FDB021443,M00019,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],BDLLSHRIFPDGQB-WAYWQWQTSA-N,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h5-6H,2-4,7-17H2,1H3,(H,19,20)/b6-5-"
M00020,,,,13Z-Octadecenoyl Coenzyme A,,,,,,,M00020,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])OC([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O,HGOXBQJVFQHNGS-FPLPWBNLSA-J,"InChI=1S/C39H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h7-8,26-28,32-34,38,49-50H,4-6,9-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b8-7-"
M00021,,75117,"Human Metabolome Database (HMDB): 13Z,16Z-Docosadienoic acid is also known as C22:2N-6,9, (13Z,16Z)-docosa-13,16-dienoate or docosadienoate (22:2n6). It is classified as a member of the Very long-chain fatty acids. Very long-chain fatty acids are fatty acids with an aliphatic tail that contains at least 22 carbon atoms. 13Z,16Z-Docosadienoic acid is considered to be practically insoluble (in water) and acidic. It is a fatty acid lipid molecule and can be found in feces","13Z,16Z-docosadienoic acid",HMDB0062219,,,C16533,,,M00021,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],HVGRZDASOHMCSK-HZJYTTRNSA-N,"InChI=1S/C22H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10H,2-5,8,11-21H2,1H3,(H,23,24)/b7-6-,10-9-"
M00022,,,,"13Z,16Z-Docosadienoylcarnitine",,,,,,,M00022,[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],LDIMXAXYWUCEAM-INKCZGRSSA-N,"InChI=1S/C29H53NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-29(33)34-27(25-28(31)32)26-30(2,3)4/h9-10,12-13,27H,5-8,11,14-26H2,1-4H3/b10-9?,13-12-"
M00023,,,,"13Z,16Z-Docosadienoyl Coenzyme A",,,,C16645,,,M00023,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,ZLXWEKYVHIYDIY-CQTCHUBRSA-J,"InChI=1S/C43H74N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h8-9,11-12,30-32,36-38,42,53-54H,4-7,10,13-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/p-4/b9-8-,12-11-/t32-,36-,37-,38+,42-/m0/s1"
M00030,86941-58-4,82558,"Human Metabolome Database (HMDB):  (1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol is considered to be practically insoluble (in water) and relatively neutral","(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",HMDB0062223,,,C19559,,,,[H]O[C@@]1([H])C2=C(C3=C(C([H])=C2[H])C(=C2C([H])=C([H])C([H])=C([H])C2=C3C([H])([H])[H])C([H])([H])[H])[C@]2([H])O[C@]2([H])[C@]1([H])O[H],SZIWZGXOWBSPTO-ZGXWSNOMSA-N,"InChI=1S/C20H18O3/c1-9-11-5-3-4-6-12(11)10(2)15-13(9)7-8-14-16(15)19-20(23-19)18(22)17(14)21/h3-8,17-22H,1-2H3/t17-,18+,19-,20+/m0/s1"
M00031,,,Human Metabolome Database (HMDB): This compound belongs to the family of Peptides. These are compounds containing an amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another.,"(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",HMDB0060300,,,C14791,,,,[H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C(=O)O[H])C([H])([H])S[C@]1([H])C([H])=C([H])C2=C([H])C([H])=C([H])C([H])=C2[C@@]1([H])O[H],HBBDHJOSZGOTBV-OIPACUDHSA-L,"InChI=1S/C20H25N3O7S/c21-13(20(29)30)6-8-16(24)23-14(19(28)22-9-17(25)26)10-31-15-7-5-11-3-1-2-4-12(11)18(15)27/h1-5,7,13-15,18,27H,6,8-10,21H2,(H,22,28)(H,23,24)(H,25,26)(H,29,30)/p-2/t13-,14-,15+,18+/m0/s1"
M00033,,,Human Metabolome Database (HMDB): This compound belongs to the family of Peptides. These are compounds containing an amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another.,"(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene",HMDB0060302,,,C14792,,,,[H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C(=O)O[H])C([H])([H])S[C@@]1([H])C([H])=C([H])C2=C([H])C([H])=C([H])C([H])=C2[C@]1([H])O[H],HBBDHJOSZGOTBV-XSWJXKHESA-L,"InChI=1S/C20H25N3O7S/c21-13(20(29)30)6-8-16(24)23-14(19(28)22-9-17(25)26)10-31-15-7-5-11-3-1-2-4-12(11)18(15)27/h1-5,7,13-15,18,27H,6,8-10,21H2,(H,22,28)(H,23,24)(H,25,26)(H,29,30)/p-2/t13-,14-,15-,18-/m0/s1"
M00034,,34001,Human Metabolome Database (HMDB): This compound belongs to the family of Benzoxepines. These are organic compounds containing a benzene ring fused to an oxepine ring.,"(1S,2R)-Naphthalene 1,2-oxide",HMDB0060301,,,C14787,,,,[H]C1=C([H])C([H])=C2C(C([H])=C([H])[C@@]3([H])O[C@@]23[H])=C1[H],XQIJIALOJPIKGX-ZJUUUORDSA-N,"InChI=1S/C10H8O/c1-2-4-8-7(3-1)5-6-9-10(8)11-9/h1-6,9-10H/t9-,10+/m1/s1"
M00044,,,,(2E)-Heneicosenoyl Coenzyme A,,,,,,,M00044,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,SKCNHHIVLZFDCJ-IYPSAXEWSA-J,"InChI=1S/C42H74N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-33(51)70-26-25-44-32(50)23-24-45-40(54)37(53)42(2,3)28-63-69(60,61)66-68(58,59)62-27-31-36(65-67(55,56)57)35(52)41(64-31)49-30-48-34-38(43)46-29-47-39(34)49/h21-22,29-31,35-37,41,52-53H,4-20,23-28H2,1-3H3,(H,44,50)(H,45,54)(H,58,59)(H,60,61)(H2,43,46,47)(H2,55,56,57)/p-4/b22-21+/t31-,35-,36-,37+,41-/m0/s1"
M00045,,,,(2E)-Heptadecenoyl-ACP,,,,,,,,,,
M00046,,,,(2E)-Heptadecenoyl Coenzyme A,,,,,,,M00046,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,YDHQUKOTPYJJSE-WSFAOELFSA-J,"InChI=1S/C38H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-29(47)66-22-21-40-28(46)19-20-41-36(50)33(49)38(2,3)24-59-65(56,57)62-64(54,55)58-23-27-32(61-63(51,52)53)31(48)37(60-27)45-26-44-30-34(39)42-25-43-35(30)45/h17-18,25-27,31-33,37,48-49H,4-16,19-24H2,1-3H3,(H,40,46)(H,41,50)(H,54,55)(H,56,57)(H2,39,42,43)(H2,51,52,53)/p-4/b18-17+/t27-,31-,32-,33+,37-/m1/s1"
M00047,,,,(2E)-Heptenoyl-ACP,,,,,,,,,,
M00048,,,,(2E)-Heptenoyl Coenzyme A,,,,,,,M00048,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,PWHBHJPLLWGXPL-YSSUZGETSA-J,"InChI=1S/C28H46N7O17P3S/c1-4-5-6-7-8-19(37)56-12-11-30-18(36)9-10-31-26(40)23(39)28(2,3)14-49-55(46,47)52-54(44,45)48-13-17-22(51-53(41,42)43)21(38)27(50-17)35-16-34-20-24(29)32-15-33-25(20)35/h7-8,15-17,21-23,27,38-39H,4-6,9-14H2,1-3H3,(H,30,36)(H,31,40)(H,44,45)(H,46,47)(H2,29,32,33)(H2,41,42,43)/p-4/b8-7+/t17-,21-,22-,23+,27-/m1/s1"
M00049,,,,(2E)-Hexacosenoyl Coenzyme A,,,,,,,M00049,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H],GGUUXBBWTGIIGE-QOJTXVRXSA-N,"InChI=1S/C47H84N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-38(56)75-31-30-49-37(55)28-29-50-45(59)42(58)47(2,3)33-68-74(65,66)71-73(63,64)67-32-36-41(70-72(60,61)62)40(57)46(69-36)54-35-53-39-43(48)51-34-52-44(39)54/h26-27,34-36,40-42,46,57-58H,4-25,28-33H2,1-3H3,(H,49,55)(H,50,59)(H,63,64)(H,65,66)(H2,48,51,52)(H2,60,61,62)/b27-26+/t36-,40-,41-,42+,46-/m0/s1"
M00054,,,,(2E)-Nonadecenoyl Coenzyme A,,,,,,,M00054,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@@]([H])(O[H])[C@@]1([H])OP(=O)(O[H])O[H],MAXBSQRWQJPHLZ-DJSYUPERSA-N,"InChI=1S/C40H70N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-31(49)68-24-23-42-30(48)21-22-43-38(52)35(51)40(2,3)26-61-67(58,59)64-66(56,57)60-25-29-34(63-65(53,54)55)33(50)39(62-29)47-28-46-32-36(41)44-27-45-37(32)47/h19-20,27-29,33-35,39,50-51H,4-18,21-26H2,1-3H3,(H,42,48)(H,43,52)(H,56,57)(H,58,59)(H2,41,44,45)(H2,53,54,55)/b20-19+/t29-,33+,34+,35?,39-/m1/s1"
M00055,,,,(2E)-Nonenoyl-ACP,,,,,,,,,,
M00056,,,,(2E)-Nonenoyl Coenzyme A,,,,,,,M00056,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,HBLOTZDYPZAZLE-OWQWVSLFSA-J,"InChI=1S/C30H50N7O17P3S/c1-4-5-6-7-8-9-10-21(39)58-14-13-32-20(38)11-12-33-28(42)25(41)30(2,3)16-51-57(48,49)54-56(46,47)50-15-19-24(53-55(43,44)45)23(40)29(52-19)37-18-36-22-26(31)34-17-35-27(22)37/h9-10,17-19,23-25,29,40-41H,4-8,11-16H2,1-3H3,(H,32,38)(H,33,42)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/p-4/b10-9+/t19-,23-,24-,25+,29-/m1/s1"
M00060,,,,(2E)-Pentadecenoyl-ACP,,,,,,,,,,
M00061,,77545,Human Metabolome Database (HMDB): (2E)-Pentadecenoyl-CoA is also known as (e)-2-Pentadecenoyl-CoA(4-).  (2E)-Pentadecenoyl-CoA is considered to be slightly soluble (in water) and acidic,(2E)-Pentadecenoyl-CoA,HMDB0062229,,,,,,M00061,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,BUFWYEICGKLDLP-OUZMRWKYSA-J,"InChI=1S/C36H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-27(45)64-20-19-38-26(44)17-18-39-34(48)31(47)36(2,3)22-57-63(54,55)60-62(52,53)56-21-25-30(59-61(49,50)51)29(46)35(58-25)43-24-42-28-32(37)40-23-41-33(28)43/h15-16,23-25,29-31,35,46-47H,4-14,17-22H2,1-3H3,(H,38,44)(H,39,48)(H,52,53)(H,54,55)(H2,37,40,41)(H2,49,50,51)/p-4/b16-15+/t25-,29-,30-,31+,35-/m1/s1"
M00062,,,,(2E)-Pentenoyl-ACP,,,,,,,,,,
M00063,,86160,Human Metabolome Database (HMDB): (2E)-Pentenoyl-CoA is also known as (2E)-Pent-2-enoyl-coenzyme A(4-).  (2E)-Pentenoyl-CoA is considered to be slightly soluble (in water) and acidic,(2E)-Pentenoyl-CoA,HMDB0062230,,,,,,M00063,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,GJSFKOVNQYGUGN-JQVZGLFNSA-J,"InChI=1S/C26H42N7O17P3S/c1-4-5-6-17(35)54-10-9-28-16(34)7-8-29-24(38)21(37)26(2,3)12-47-53(44,45)50-52(42,43)46-11-15-20(49-51(39,40)41)19(36)25(48-15)33-14-32-18-22(27)30-13-31-23(18)33/h5-6,13-15,19-21,25,36-37H,4,7-12H2,1-3H3,(H,28,34)(H,29,38)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)/p-4/b6-5+/t15-,19-,20-,21+,25-/m1/s1"
M00067,,90119,Human Metabolome Database (HMDB): (2E)-Tricosenoyl-CoA is also known as (2E)-Tricosenoyl-coenzyme A(4-) or trans-2-Tricosenoyl-CoA(4-).  (2E)-Tricosenoyl-CoA is considered to be practically insoluble (in water) and acidic,(2E)-Tricosenoyl-CoA,HMDB0062232,,,,,,M00067,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,CAWFROVHOZZJJP-DFNRIUMZSA-J,"InChI=1S/C44H78N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-35(53)72-28-27-46-34(52)25-26-47-42(56)39(55)44(2,3)30-65-71(62,63)68-70(60,61)64-29-33-38(67-69(57,58)59)37(54)43(66-33)51-32-50-36-40(45)48-31-49-41(36)51/h23-24,31-33,37-39,43,54-55H,4-22,25-30H2,1-3H3,(H,46,52)(H,47,56)(H,60,61)(H,62,63)(H2,45,48,49)(H2,57,58,59)/p-4/b24-23+/t33-,37-,38-,39+,43-/m1/s1"
M00068,,,,(2E)-Tridecenoyl-ACP,,,,,,,,,,
M00069,,,,(2E)-Tridecenoyl Coenzyme A,,,,,,,M00069,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,OJMHBULHHWIOMP-IEIJHTCOSA-J,"InChI=1S/C34H58N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-25(43)62-18-17-36-24(42)15-16-37-32(46)29(45)34(2,3)20-55-61(52,53)58-60(50,51)54-19-23-28(57-59(47,48)49)27(44)33(56-23)41-22-40-26-30(35)38-21-39-31(26)41/h13-14,21-23,27-29,33,44-45H,4-12,15-20H2,1-3H3,(H,36,42)(H,37,46)(H,50,51)(H,52,53)(H2,35,38,39)(H2,47,48,49)/p-4/b14-13+/t23-,27-,28-,29+,33-/m1/s1"
M00070,,,,(2E)-Undecenoyl-ACP,,,,,,,,,,
M00071,,,,(2E)-Undecenoyl Coenzyme A,,,,,,,M00071,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,CAVMKINPGRCURL-PHHHIDLGSA-J,"InChI=1S/C32H54N7O17P3S/c1-4-5-6-7-8-9-10-11-12-23(41)60-16-15-34-22(40)13-14-35-30(44)27(43)32(2,3)18-53-59(50,51)56-58(48,49)52-17-21-26(55-57(45,46)47)25(42)31(54-21)39-20-38-24-28(33)36-19-37-29(24)39/h11-12,19-21,25-27,31,42-43H,4-10,13-18H2,1-3H3,(H,34,40)(H,35,44)(H,48,49)(H,50,51)(H2,33,36,37)(H2,45,46,47)/p-4/b12-11+/t21-,25-,26-,27+,31-/m1/s1"
M00085,,,,"(3S)-Hydroxy-Docasa-Cis,Cis-13,16-Dienoyl Coenzyme A",,,,,,,M00085,,,
M00086,,,,"(3S)-Hydroxy-Eicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A",,,,,,,M00086,,,
M00096,,,,(5')Pppur-Mrna,,,,C02100,,,,[H]O[C@@]1([H])[C@]([H])([*])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[C@@]2([H])[C@@]([H])(O[H])[C@]([H])([*])O[C@]2([H])C([H])([H])OP(=O)(O[H])O[C@@]2([H])[C@@]([H])(O[H])[C@]([H])([*])O[C@]2([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H])[C@@]1([H])O[H],,
